App,Category,Rating,Reviews,Size,Installs,Type,Price,Rating Roundoff,Genres,Last Updated,Current Ver,Android Ver,Rating Roundoff
SweetLand — Family Board Game,FAMILY,4.2,38,,"1,000+",Paid,$0.99,4,Casual;Pretend Play,"November 14, 2014",1.2,2.3.3 and up,4
Steam: Rails to Riches,FAMILY,4.2,214,,"5,000+",Paid,$4.99,4,Board;Brain Games,"December 13, 2017",3.3.1,4.1 and up,4
Whoowasit? - Best kids game!,FAMILY,4.0,248,,"5,000+",Paid,$2.99,4,Board;Action & Adventure,"July 24, 2018",1.6,4.1 and up,4
THE aMAZEing Labyrinth,FAMILY,3.9,1615,,"10,000+",Paid,$4.99,4,Board;Brain Games,"February 9, 2016",1.0.3,4.0 and up,4
Chess and Mate,FAMILY,4.5,359,,"5,000+",Paid,$4.99,4,Board;Brain Games,"August 12, 2015",2.0.5,2.3 and up,4
Nighty Night Circus,FAMILY,4.3,382,,"10,000+",Paid,$2.99,4,Education;Action & Adventure,"March 7, 2017",2.6,2.3 and up,4
Sago Mini Babies,FAMILY,4.5,253,,"10,000+",Paid,$3.99,4,Education;Pretend Play,"October 28, 2016",1.1,4.0.3 and up,4
Dr. Panda & Toto's Treehouse,FAMILY,4.4,3396,,"50,000+",Paid,$3.99,4,Casual;Pretend Play,"December 9, 2014",1.8,4.0 and up,4
Nighty Night Circus,FAMILY,4.3,382,,"10,000+",Paid,$2.99,4,Education;Action & Adventure,"March 7, 2017",2.6,2.3 and up,4
Sago Mini Babies,FAMILY,4.5,253,,"10,000+",Paid,$3.99,4,Education;Pretend Play,"October 28, 2016",1.1,4.0.3 and up,4
Dr. Panda & Toto's Treehouse,FAMILY,4.4,3396,,"50,000+",Paid,$3.99,4,Casual;Pretend Play,"December 9, 2014",1.8,4.0 and up,4
Minecraft,FAMILY,4.5,2376564,,"10,000,000+",Paid,$6.99,4,Arcade;Action & Adventure,"July 24, 2018",1.5.2.1,Varies with device,4
Card Wars - Adventure Time,FAMILY,4.3,129603,,"1,000,000+",Paid,$2.99,4,Card;Action & Adventure,"February 11, 2016",1.11.0,2.3.3 and up,4
Monash Uni Low FODMAP Diet,MEDICAL,4.2,1135,,"100,000+",Paid,$9.00,4,Medical,"July 16, 2018",2.0.7,4.0 and up,4
iBP Blood Pressure,MEDICAL,4.4,578,,"10,000+",Paid,$0.99,4,Medical,"November 30, 2014",7.0.1,2.2 and up,4
ASCCP Mobile,MEDICAL,4.5,63,,"10,000+",Paid,$9.99,4,Medical,"October 3, 2016",2.1.1,2.2 and up,4
Paramedic Protocol Provider,MEDICAL,4.5,171,,"10,000+",Paid,$10.00,4,Medical,"September 21, 2017",1.8.3,4.1 and up,4
Human Anatomy Atlas 2018: Complete 3D Human Body,MEDICAL,4.5,2921,,"100,000+",Paid,$24.99,4,Medical,"May 25, 2018",2018.5.47,5.0 and up,4
Essential Anatomy 3,MEDICAL,4.1,1533,,"50,000+",Paid,$11.99,4,Medical,"August 7, 2014",1.1.3,4.0.3 and up,4
EMT Review Plus,MEDICAL,4.5,199,,"10,000+",Paid,$11.99,4,Medical,"June 27, 2018",3.0.5,4.4W and up,4
Muscle Trigger Point Anatomy,MEDICAL,4.4,1361,,"50,000+",Paid,$2.99,4,Medical,"July 17, 2018",2.4.4,4.0.3 and up,4
2017 EMRA Antibiotic Guide,MEDICAL,4.4,12,,"1,000+",Paid,$16.99,4,Medical,"January 27, 2017",1.0.5,4.0.3 and up,4
ASRA Coags,MEDICAL,4.4,15,,"1,000+",Paid,$3.99,4,Medical,"August 1, 2018",2.1,4.1 and up,4
IBM Micromedex Drug Info,MEDICAL,3.8,206,,"10,000+",Paid,$2.99,4,Medical,"April 25, 2018",1.17.0,4.0 and up,4
Block Buddy,MEDICAL,4.0,15,,"1,000+",Paid,$14.99,4,Medical,"August 1, 2018",7.6.14,4.0 and up,4
EMT Study - NREMT Test Prep,MEDICAL,4.3,35,,"5,000+",Paid,$3.99,4,Medical,"December 3, 2014",1.1,4.0.3 and up,4
Pocket Lab Values,MEDICAL,4.3,214,,"10,000+",Paid,$2.99,4,Medical,"November 22, 2012",2.5,2.1 and up,4
Medical terms (OFFLINE),MEDICAL,4.4,104,,"1,000+",Paid,$2.99,4,Medical,"May 24, 2018",3.2.0,4.1 and up,4
"Cardiac diagnosis (heart rate, arrhythmia)",MEDICAL,4.4,8,,100+,Paid,$12.99,4,Medical,"July 25, 2018",7,3.0 and up,4
ERres- Emergency Medicine,MEDICAL,4.2,45,,"1,000+",Paid,$4.99,4,Medical,"August 18, 2015",6.0,4.0 and up,4
AnatomyMapp,MEDICAL,4.1,80,,"5,000+",Paid,$14.99,4,Medical,"November 5, 2013",1.0,3.0 and up,4
OptoDrum,MEDICAL,3.9,10,,"1,000+",Paid,$5.99,4,Medical,"May 26, 2015",1.0,3.0 and up,4
Blood Pressure Companion,MEDICAL,4.2,178,,"1,000+",Paid,$0.99,4,Medical,"July 22, 2018",4.1.5 (Steglitz),4.1 and up,4
Visual Anatomy 2,MEDICAL,4.4,576,,"5,000+",Paid,$2.49,4,Medical,"August 5, 2017",Varies with device,Varies with device,4
"Muscle Premium - Human Anatomy, Kinesiology, Bones",MEDICAL,4.2,168,,"10,000+",Paid,$24.99,4,Medical,"August 11, 2017",7.1.17,4.4 and up,4
CCHT PREP,MEDICAL,3.6,25,,"1,000+",Paid,$10.99,4,Medical,"December 8, 2016",1.2,2.1 and up,4
Paramedic Meds,MEDICAL,4.5,163,,"10,000+",Paid,$1.99,4,Medical,"August 3, 2015",3.4.3,1.6 and up,4
Lab Values + Medical Reference,MEDICAL,4.5,133,,"10,000+",Paid,$2.99,4,Medical,"August 2, 2014",3.0,2.3 and up,4
Recognise Foot,MEDICAL,4.2,9,,"1,000+",Paid,$7.49,4,Medical,"September 14, 2017",1.0.3,4.1 and up,4
Anti Mosquito simulation,MEDICAL,4.2,74,,"1,000+",Paid,$1.50,4,Medical,"September 6, 2014",1.0,2.3.3 and up,4
Pain Tracker & Diary,MEDICAL,4.3,3,,100+,Paid,$2.99,4,Medical,"January 2, 2018",1.50,4.1 and up,4
Menstrual Calendar Premium,MEDICAL,4.4,4207,,"50,000+",Paid,$3.99,4,Medical,"July 26, 2013",Varies with device,Varies with device,4
Whist - Tinnitus Relief,MEDICAL,4.1,12,,"1,000+",Paid,$1.99,4,Medical,"March 2, 2017",1.2,4.1 and up,4
Critical Care Paramedic Review,MEDICAL,4.4,17,,"1,000+",Paid,$9.99,4,Medical,"May 14, 2018",2.0.5,4.4W and up,4
Manage My Pain Pro,MEDICAL,4.4,726,,"5,000+",Paid,$3.99,4,Medical,"March 5, 2018",Varies with device,Varies with device,4
"End Anxiety Pro - Stress, Panic Attack Help",MEDICAL,4.2,33,,"1,000+",Paid,$3.99,4,Medical,"May 8, 2018",2.29,4.2 and up,4
Acupuncture Assistant,MEDICAL,4.5,492,,"10,000+",Paid,$7.99,4,Medical,"April 13, 2018",4.4.5,4.1 and up,4
PTA Content Master,MEDICAL,4.2,64,,"1,000+",Paid,$29.99,4,Medical,"December 22, 2015",2.1,2.2 and up,4
A Manual of Acupuncture,MEDICAL,3.5,214,,"1,000+",Paid,$33.99,4,Medical,"October 2, 2017",2.1.35,4.0 and up,4
Monash Uni Low FODMAP Diet,MEDICAL,4.2,1135,,"100,000+",Paid,$9.00,4,Medical,"July 16, 2018",2.0.7,4.0 and up,4
Human Anatomy Atlas 2018: Complete 3D Human Body,MEDICAL,4.5,2921,,"100,000+",Paid,$24.99,4,Medical,"May 25, 2018",2018.5.47,5.0 and up,4
ASCCP Mobile,MEDICAL,4.5,63,,"10,000+",Paid,$9.99,4,Medical,"October 3, 2016",2.1.1,2.2 and up,4
Paramedic Protocol Provider,MEDICAL,4.5,171,,"10,000+",Paid,$10.00,4,Medical,"September 21, 2017",1.8.3,4.1 and up,4
2017 EMRA Antibiotic Guide,MEDICAL,4.4,12,,"1,000+",Paid,$16.99,4,Medical,"January 27, 2017",1.0.5,4.0.3 and up,4
Essential Anatomy 3,MEDICAL,4.1,1533,,"50,000+",Paid,$11.99,4,Medical,"August 7, 2014",1.1.3,4.0.3 and up,4
Block Buddy,MEDICAL,4.0,15,,"1,000+",Paid,$14.99,4,Medical,"August 1, 2018",7.6.14,4.0 and up,4
EMT Review Plus,MEDICAL,4.5,199,,"10,000+",Paid,$11.99,4,Medical,"June 27, 2018",3.0.5,4.4W and up,4
AnatomyMapp,MEDICAL,4.1,80,,"5,000+",Paid,$14.99,4,Medical,"November 5, 2013",1.0,3.0 and up,4
A Manual of Acupuncture,MEDICAL,3.5,214,,"1,000+",Paid,$33.99,4,Medical,"October 2, 2017",2.1.35,4.0 and up,4
PTA Content Master,MEDICAL,4.2,64,,"1,000+",Paid,$29.99,4,Medical,"December 22, 2015",2.1,2.2 and up,4
"Muscle Premium - Human Anatomy, Kinesiology, Bones",MEDICAL,4.2,168,,"10,000+",Paid,$24.99,4,Medical,"August 11, 2017",7.1.17,4.4 and up,4
"Cardiac diagnosis (heart rate, arrhythmia)",MEDICAL,4.4,8,,100+,Paid,$12.99,4,Medical,"July 25, 2018",7,3.0 and up,4
LTC AS Legal,MEDICAL,4.0,6,,100+,Paid,$39.99,4,Medical,"April 4, 2018",3.0.1,4.1 and up,4
IBM Micromedex Drug Info,MEDICAL,3.8,206,,"10,000+",Paid,$2.99,4,Medical,"April 25, 2018",1.17.0,4.0 and up,4
Facetune - For Free,PHOTOGRAPHY,4.4,49553,,"1,000,000+",Paid,$5.99,4,Photography,"July 25, 2018",1.3.1,4.1 and up,4
Lapse It • Time Lapse • Pro,PHOTOGRAPHY,4.3,12865,,"100,000+",Paid,$2.99,4,Photography,"November 6, 2014",4.70,2.2 and up,4
Facetune - For Free,PHOTOGRAPHY,4.4,49553,,"1,000,000+",Paid,$5.99,4,Photography,"July 25, 2018",1.3.1,4.1 and up,4
Camera FV-5,PHOTOGRAPHY,3.8,16320,,"100,000+",Paid,$3.95,4,Photography,"November 10, 2017",Varies with device,Varies with device,4
Facetune - For Free,PHOTOGRAPHY,4.4,49553,,"1,000,000+",Paid,$5.99,4,Photography,"July 25, 2018",1.3.1,4.1 and up,4
Golfshot Plus: Golf GPS,SPORTS,4.1,3387,,"50,000+",Paid,$29.99,4,Sports,"July 11, 2018",4.18.0,4.1 and up,4
Beautiful Widgets Pro,PERSONALIZATION,4.2,97890,,"1,000,000+",Paid,$2.49,4,Personalization,"August 24, 2016",5.7.8,2.3 and up,4
HD Widgets,PERSONALIZATION,4.3,58617,,"1,000,000+",Paid,$0.99,4,Personalization,"December 7, 2016",4.3.2,4.4 and up,4
Kairo XP (for HD Widgets),PERSONALIZATION,4.4,1591,,"10,000+",Paid,$0.99,4,Personalization,"January 7, 2015",1.1,4.0.3 and up,4
BIG Launcher,PERSONALIZATION,4.3,881,,"10,000+",Paid,$9.99,4,Personalization,"June 20, 2018",2.5.9,2.1 and up,4
Smart Launcher theme b. gold,PERSONALIZATION,4.1,291,,"5,000+",Paid,$1.99,4,Personalization,"October 22, 2016",2.20,2.0 and up,4
Next Launcher 3D Theme Hit-B,PERSONALIZATION,4.4,83,,"1,000+",Paid,$1.70,4,Personalization,"August 16, 2015",1.05,2.2 and up,4
B-52 Spirits of Glory Deluxe,GAME,4.3,12,,100+,Paid,$0.99,4,Arcade,"September 2, 2017",1.5.9,2.3 and up,4
B-Grade Renegade,GAME,3.9,24,,"1,000+",Paid,$1.99,4,Action,"October 17, 2017",0.8.17,3.2 and up,4
C Locker Pro,PERSONALIZATION,4.2,1531,,"10,000+",Paid,$2.99,4,Personalization,"December 5, 2017",8.3.4,4.1 and up,4
Maps & GPS Navigation OsmAnd+,TRAVEL_AND_LOCAL,4.3,15209,,"100,000+",Paid,$8.99,4,Travel & Local,"August 1, 2018",Varies with device,Varies with device,4
F-Stop Gallery Pro,PHOTOGRAPHY,4.4,1302,,"10,000+",Paid,$4.99,4,Photography,"August 5, 2015",3.2,2.2 and up,4
F-Sim Space Shuttle,FAMILY,4.4,5427,,"100,000+",Paid,$4.99,4,Simulation,"January 28, 2014",Varies with device,Varies with device,4
Weather Live,WEATHER,4.5,76593,,"500,000+",Paid,$5.99,4,Weather,"November 21, 2017",Varies with device,Varies with device,4
Arto: f.infrared photo,PHOTOGRAPHY,4.1,41,,500+,Paid,$1.49,4,Photography,"July 19, 2016",3.1,4.4 and up,4
G Cloud Apps Backup Key * root,TOOLS,4.5,1034,,"5,000+",Paid,$4.99,4,Tools,"September 8, 2013",1.1,2.2 and up,4
Next Launcher 3D Theme Hit-G,PERSONALIZATION,4.2,59,,"1,000+",Paid,$1.70,4,Personalization,"August 16, 2015",1.05,2.2 and up,4
G-NetTrack Pro,TOOLS,4.3,255,,"5,000+",Paid,$14.99,4,Tools,"July 25, 2018",14.6,4.0 and up,4
"G Theme 2 for LG V30, LG G6",PERSONALIZATION,4.3,25,,500+,Paid,$1.49,4,Personalization,"December 13, 2017",1.0.2,7.0 and up,4
A41 WatchFace for Android Wear Smart Watch,LIFESTYLE,4.5,231,,"5,000+",Paid,$0.99,4,Lifestyle,"December 24, 2017",7.0.1,4.3 and up,4
Dialer theme G Black Gold,PERSONALIZATION,4.2,33,,500+,Paid,$1.49,4,Personalization,"January 1, 2016",2.0,4.0 and up,4
Deaf - Hearing chat device H,COMMUNICATION,4.4,9,,500+,Paid,$3.99,4,Communication,"February 8, 2017",3.6,2.2 and up,4
most expensive app (H),FAMILY,4.3,6,,100+,Paid,$399.99,4,Entertainment,"July 16, 2018",1.0,7.0 and up,4
K-@ Mail Pro - Email App,COMMUNICATION,4.2,1603,,"10,000+",Paid,$4.99,4,Communication,"July 23, 2016",Varies with device,Varies with device,4
Minecraft,FAMILY,4.5,2375336,,"10,000,000+",Paid,$6.99,4,Arcade;Action & Adventure,"July 24, 2018",1.5.2.1,Varies with device,4
m>notes notepad,PRODUCTIVITY,4.3,184,,"1,000+",Paid,$2.99,4,Productivity,"December 4, 2015",Varies with device,2.2 and up,4
💎 I'm rich,LIFESTYLE,3.8,718,,"10,000+",Paid,$399.99,4,Lifestyle,"March 11, 2018",1.0.0,4.4 and up,4
I'm Rich - Trump Edition,LIFESTYLE,3.6,275,,"10,000+",Paid,$400.00,4,Lifestyle,"May 3, 2018",1.0.1,4.1 and up,4
N Launcher Pro - Nougat 7.0,PERSONALIZATION,4.3,2538,,"100,000+",Paid,$2.99,4,Personalization,"March 23, 2018",1.5.1,4.1 and up,4
Traps n' Gemstones,GAME,4.5,413,,"1,000+",Paid,$4.99,4,Adventure,"May 17, 2017",1.04,4.0.3 and up,4
Guns'n'Glory Zombies Premium,FAMILY,4.1,313,,"5,000+",Paid,$2.99,4,Strategy,"July 15, 2016",1.1.5,2.3.3 and up,4
Guns'n'Glory Premium,FAMILY,4.4,3570,,"100,000+",Paid,$2.99,4,Strategy,"September 22, 2017",1.8.1,2.3.3 and up,4
Ghosts'n Goblins MOBILE,GAME,3.8,466,,"10,000+",Paid,$0.99,4,Arcade,"March 28, 2017",1.00.02,4.1 and up,4
Guns'n'Glory Heroes Premium,FAMILY,4.3,923,,"10,000+",Paid,$2.99,4,Strategy,"November 9, 2017",Varies with device,Varies with device,4
Age of Conquest: N. America,FAMILY,4.5,659,,"10,000+",Paid,$3.99,4,Strategy,"August 4, 2018",1.0.28,1.5 and up,4
Guns'n'Glory WW2 Premium,FAMILY,4.5,4656,,"100,000+",Paid,$2.99,4,Strategy,"December 8, 2017",1.4.11,4.0 and up,4
Jump'N'Shoot Attack,GAME,4.1,155,,"1,000+",Paid,$2.49,4,Arcade,"May 26, 2018",1.2,4.1 and up,4
Ghouls'n Ghosts MOBILE,GAME,3.9,168,,"5,000+",Paid,$1.99,4,Arcade,"May 18, 2017",1.00.00,4.1 and up,4
Stand O’Food® (Full),FAMILY,4.4,925,,"10,000+",Paid,$1.99,4,Casual,"December 26, 2014",1.5,2.3.3 and up,4
Detect-O-Gromit (D.O.G 2),FAMILY,3.8,45,,"10,000+",Paid,$2.49,4,Entertainment,"July 16, 2018",1.2,5.0 and up,4
O'Route Orienteering,SPORTS,4.2,6,,100+,Paid,$3.02,4,Sports,"December 27, 2017",2.0.5,3.0 and up,4
Prime Key for Nougat Launcher& O Launcher &KitKat,PERSONALIZATION,4.1,324,,"5,000+",Paid,$6.99,4,Personalization,"August 20, 2017",5.1,5.1 and up,4
[substratum] Vacuum: P,PERSONALIZATION,4.4,230,,"1,000+",Paid,$1.49,4,Personalization,"July 20, 2018",4.4,NaN,4
[Sub/EMUI] P Pro - EMUI 8.1/8.0/5.X Theme,PERSONALIZATION,4.0,13,,100+,Paid,$0.99,4,Personalization,"July 20, 2018",H7SubTV0.1_TV0.4,7.0 and up,4
Theme Android P Design for LG V30,PERSONALIZATION,4.2,35,,500+,Paid,$1.49,4,Personalization,"April 26, 2018",1.33,7.0 and up,4
Volume Slider Like Android P Volume Control,TOOLS,4.1,1129,,"10,000+",Paid,$0.99,4,Tools,"June 30, 2018",1.28,4.1 and up,4
Theme Android P Black design for LG V30,PERSONALIZATION,4.4,8,,100+,Paid,$1.49,4,Personalization,"April 6, 2018",1.1,7.0 and up,4
pretty Easy privacy p≡p,COMMUNICATION,3.7,21,,500+,Paid,$0.99,4,Communication,"July 30, 2018",1.0.100rc1.withoutKeysync,5.0 and up,4
Q-slope,TOOLS,4.5,2,,50+,Paid,$1.76,4,Tools,"December 3, 2017",5.0,4.3 and up,4
R Instructor,FAMILY,4.1,135,,"1,000+",Paid,$4.84,4,Education,"February 21, 2014",2.03,3.0 and up,4
R-TYPE II,GAME,4.3,5682,,"50,000+",Paid,$1.99,4,Arcade,"March 2, 2017",1.1.5,2.3.3 and up,4
R-TYPE,GAME,4.5,7687,,"100,000+",Paid,$1.99,4,Arcade,"February 27, 2017",2.3.1,2.3.3 and up,4
Elemental Knights R Platinum,FAMILY,3.8,2925,,"50,000+",Paid,$4.77,4,Role Playing,"August 1, 2018",6.2.1,4.1 and up,4
S Launcher Pro for Galaxy,PERSONALIZATION,4.1,47,,"1,000+",Paid,$4.99,4,Personalization,"February 12, 2016",1.0,4.1 and up,4
PitchBlack S - Samsung Substratum Theme “For Oreo”,PERSONALIZATION,4.5,90,,"1,000+",Paid,$1.99,4,Personalization,"August 4, 2018",12.6,7.0 and up,4
Don't Starve: Pocket Edition,GAME,4.4,17988,,"100,000+",Paid,$4.99,4,Adventure,"July 25, 2018",1.06,5.0 and up,4
"Please, Don't Touch Anything",FAMILY,4.4,1771,,"10,000+",Paid,$4.99,4,Puzzle,"April 20, 2016",1.1.0,2.3 and up,4
Please Don't Touch Anything 3D,FAMILY,4.2,146,,"5,000+",Paid,$5.99,4,Puzzle,"December 7, 2016",1.1,4.4 and up,4
Don't Panic with Andrew J.,BOOKS_AND_REFERENCE,4.5,124,,"5,000+",Paid,$2.99,4,Books & Reference,"August 25, 2015",Varies with device,Varies with device,4
Don't Starve: Shipwrecked,GAME,4.1,1468,,"10,000+",Paid,$4.99,4,Adventure,"July 10, 2018",0.16,5.0 and up,4
Ludo - Don't get angry,GAME,4.2,131,,"1,000+",Paid,$1.61,4,Board,"February 24, 2016",1.6.3,2.3.3 and up,4
Jurassic Life: T Rex Simulator,FAMILY,4.2,1088,,"10,000+",Paid,$0.99,4,Simulation,"August 19, 2014",1.2,2.0.1 and up,4
Kicker U,LIFESTYLE,4.1,124,,"5,000+",Paid,$3.99,4,Lifestyle,"June 13, 2018",3.04,4.0.3 and up,4
FINAL FANTASY V,FAMILY,4.5,15924,,"100,000+",Paid,$7.99,4,Role Playing,"March 15, 2017",1.2.1,4.0 and up,4
Mike V: Skateboard Party PRO,SPORTS,4.2,2506,,"50,000+",Paid,$3.99,4,Sports,"January 23, 2017",Varies with device,Varies with device,4
Mental Hospital V,GAME,4.2,2460,,"50,000+",Paid,$0.99,4,Action,"November 19, 2016",1.04,4.2 and up,4
W Pro - Weather Forecast & Animated Weather Maps,WEATHER,3.8,11,,500+,Paid,$1.99,4,Weather,"April 23, 2018",1.0,4.1 and up,4
weather HD,PERSONALIZATION,4.0,1546,,"10,000+",Paid,$1.99,4,Personalization,"February 26, 2014",3.1,2.1 and up,4
X-Plane to GPS,TOOLS,4.2,161,,"5,000+",Paid,$0.99,4,Tools,"March 4, 2018",1.62,4.4 and up,4
X Back - Icon Pack,PERSONALIZATION,4.5,56,,"10,000+",Paid,$0.99,4,Personalization,"June 29, 2018",1.6.2,4.1 and up,4
"Decibel X PRO - Sound Meter dBA, Noise Detector",TOOLS,4.3,60,,"1,000+",Paid,$3.99,4,Tools,"July 11, 2018",4.4.1,4.1 and up,4
X Construction,FAMILY,4.5,18612,,"100,000+",Paid,$1.49,4,Puzzle,"July 28, 2015",1.57,2.3 and up,4
X Home Bar - Home Bar Gesture Pro,TOOLS,4.0,88,,"10,000+",Paid,$1.99,4,Tools,"July 2, 2018",1.5,4.3 and up,4
Zombie Avengers:(Dreamsky)Stickman War Z,GAME,4.3,13604,,"1,000,000+",Paid,$0.99,4,Action,"June 26, 2018",2.4.4,2.3 and up,4
Math games for kids : times tables training,FAMILY,4.5,630,,"10,000+",Paid,$1.59,4,Educational;Education,"July 27, 2018",3.9.3,4.0.3 and up,4
Assassin's Creed Identity,GAME,3.7,42529,,"500,000+",Paid,$1.99,4,Action,"November 23, 2016",2.8.2,4.1 and up,4
tTorrent - ad free,VIDEO_PLAYERS,4.3,2976,,"10,000+",Paid,$1.99,4,Video Players & Editors,"June 15, 2018",1.5.14,4.1 and up,4
cronometer (ad free),HEALTH_AND_FITNESS,3.9,1075,,"50,000+",Paid,$2.99,4,Health & Fitness,"July 13, 2018",2.1.2,4.4 and up,4
MyRadar NOAA Weather Radar Ad Free,WEATHER,4.5,3005,,"10,000+",Paid,$2.99,4,Weather,"August 4, 2018",7.1.4,4.0.3 and up,4
FVD Ad-Free,TOOLS,4.4,1774,,"10,000+",Paid,$1.99,4,Tools,"October 5, 2017",4.4.3,3.0 and up,4
Weather & Radar Pro - Ad-Free,WEATHER,4.5,25243,,"100,000+",Paid,$2.99,4,Weather,"August 1, 2018",4.34.0,4.4 and up,4
ONScripter Plus (Ad Free),GAME,4.5,100,,"1,000+",Paid,$3.99,4,Adventure,"April 7, 2016",1.2.4,4.1 and up,4
Vpn Hosts (ad blocker & no root & support ipv6 ),TOOLS,4.4,319,,"10,000+",Paid,$2.99,4,Tools,"July 3, 2018",2.0.1,4.4 and up,4
WhatsFake Pro (Ad free),SOCIAL,4.2,204,,"5,000+",Paid,$0.99,4,Social,"September 25, 2017",1.4,4.1 and up,4
Ad Remove Plugin for App2SD,PRODUCTIVITY,4.1,66,,"1,000+",Paid,$1.29,4,Productivity,"September 25, 2013",1.0.0,2.2 and up,4
RAM Cleanup Ad-Free Option,TOOLS,4.4,457,,"10,000+",Paid,$2.99,4,Tools,"July 26, 2016",3.0,4.1 and up,4
My baby firework (Remove ad),FAMILY,4.1,30,,"1,000+",Paid,$0.99,4,Entertainment,"April 25, 2013",Varies with device,Varies with device,4
Mupen64Plus AE (N64 Emulator),GAME,4.2,4569,,"100,000+",Paid,$0.99,4,Arcade,"January 19, 2014",2.4.4,2.0 and up,4
NewTek NDI,PHOTOGRAPHY,3.5,77,,"1,000+",Paid,$19.99,4,Photography,"October 26, 2016",1.1,4.1 and up,4
Gunship III Vietnam People AF,FAMILY,4.3,726,,"5,000+",Paid,$4.99,4,Simulation,"December 9, 2016",3.8.4,2.3.3 and up,4
"AG Contacts, Premium edition",COMMUNICATION,4.5,88,,500+,Paid,$4.99,4,Communication,"May 18, 2018",8.05.18.14250,4.0.3 and up,4
AG Subway Simulator Mobile,FAMILY,4.5,623,,"5,000+",Paid,$0.99,4,Simulation,"June 2, 2018",1.3.0.6,4.1 and up,4
AH Alarm Panel,TOOLS,3.9,7,,100+,Paid,$4.99,4,Tools,"May 12, 2011",1.2.0,1.5 and up,4
AJ Jump: Animal Jam Kangaroos!,GAME,4.4,2975,,"50,000+",Paid,$1.99,4,Arcade,"March 7, 2016",1.6,4.0 and up,4
Watch Face Swiss AJ-6,PERSONALIZATION,4.1,21,,100+,Paid,$0.99,4,Personalization,"September 20, 2017",1.35,4.3 and up,4
I am rich,LIFESTYLE,3.8,3547,,"100,000+",Paid,$399.99,4,Lifestyle,"January 12, 2018",2.0,4.0.3 and up,4
I am Rich Plus,FAMILY,4.0,856,,"10,000+",Paid,$399.99,4,Entertainment,"May 19, 2018",3.0,4.4 and up,4
I am rich VIP,LIFESTYLE,3.8,411,,"10,000+",Paid,$299.99,4,Lifestyle,"July 21, 2018",1.1.1,4.3 and up,4
I Am Rich Premium,FINANCE,4.1,1867,,"50,000+",Paid,$399.99,4,Finance,"November 12, 2017",1.6,4.0 and up,4
