App,Category,Rating,Reviews,Size,Installs,Type,Price,Rating Roundoff,Genres,Last Updated,Current Ver,Android Ver,Rating Roundoff
Fuzzy Numbers: Pre-K Number Foundation,FAMILY,4.7,21,,"1,000+",Paid,$5.99,5,Education;Education,"July 21, 2017",1.3,4.1 and up,5
Anna.K Tarot,FAMILY,4.8,17,,100+,Paid,$3.99,5,Entertainment,"January 16, 2017",1.4.4,4.0.3 and up,5
Dark Infusion Substratum Theme for Android N & O,PERSONALIZATION,4.8,133,,"1,000+",Paid,$2.49,5,Personalization,"August 3, 2018",15.6,7.0 and up,5
Lock 'n' Roll Pro - Ad Free,GAME,4.6,169,,"1,000+",Paid,$0.99,5,Card,"July 1, 2015",4.0.5,2.3.3 and up,5
Oddworld: New 'n' Tasty,GAME,4.6,1475,,"10,000+",Paid,$4.99,5,Action,"January 2, 2018",1.0.4,5.0 and up,5
Planet O - Icon Pack,PERSONALIZATION,4.6,354,,"10,000+",Paid,$0.99,5,Personalization,"June 13, 2018",1.6.1,4.1 and up,5
Android P | Xperia™ Theme 4800+ icons,PERSONALIZATION,4.6,29,,100+,Paid,$1.99,5,Personalization,"May 16, 2018",1.0.0,6.0 and up,5
P-Home for KLWP,PERSONALIZATION,5.0,4,,100+,Paid,$0.99,5,Personalization,"May 15, 2018",v2018.May.15.14,5.0 and up,5
Theme Android P for LG G7 & V35,PERSONALIZATION,4.6,5,,100+,Paid,$1.49,5,Personalization,"July 7, 2018",1.1,8.0 and up,5
Theme Android P Black for LG G7 & V35,PERSONALIZATION,4.6,5,,100+,Paid,$1.49,5,Personalization,"July 31, 2018",1.3,7.0 and up,5
Android P Style Icon Pack,PERSONALIZATION,5.0,1,,100+,Paid,$0.99,5,Personalization,"June 16, 2018",1.0,4.1 and up,5
Pixel Oreo/P Dark White AMOLED UI - Icon Pack,PERSONALIZATION,4.8,18,,"5,000+",Paid,$1.49,5,Personalization,"June 21, 2018",5.1,4.0.3 and up,5
"Q Alerts: QAnon Drop Notifications, Research +++",NEWS_AND_MAGAZINES,4.7,143,,"5,000+",Paid,$0.99,5,News & Magazines,"July 26, 2018",4.1.10,4.1 and up,5
Q Avatar Pro,FAMILY,4.8,4,,100+,Paid,$1.49,5,Entertainment,"March 4, 2017",1.3.5,2.3 and up,5
Day R Premium,FAMILY,4.8,51068,,"100,000+",Paid,$4.99,5,Role Playing,"June 21, 2018",1.574,4.0.3 and up,5
Neon-R (Red),PERSONALIZATION,4.7,25,,100+,Paid,$0.99,5,Personalization,"March 12, 2015",1.0,4.0.3 and up,5
Shopping List S PRO,SHOPPING,4.8,14,,100+,Paid,$2.49,5,Shopping,"May 16, 2018",2.10,4.1 and up,5
I Can't Wake Up!,TOOLS,4.7,963,,"10,000+",Paid,$2.99,5,Tools,"May 25, 2018",3.4.0,4.0 and up,5
Alarmy (Sleep If U Can) - Pro,LIFESTYLE,4.8,10249,,"10,000+",Paid,$2.49,5,Lifestyle,"July 30, 2018",Varies with device,Varies with device,5
DRAGON QUEST V,FAMILY,4.7,1667,,"10,000+",Paid,$14.99,5,Role Playing,"August 1, 2018",1.0.3,2.3 and up,5
"X Launcher Pro: PhoneX Theme, OS11 Control Center",ART_AND_DESIGN,4.7,801,,"5,000+",Paid,$1.99,5,Art & Design,"July 30, 2018",2.1.2,4.1 and up,5
X Launcher Pro - IOS Style Theme & Control Center,ART_AND_DESIGN,4.8,1216,,"10,000+",Paid,$1.99,5,Art & Design,"June 26, 2018",1.0.0,4.1 and up,5
X Launcher Prime: With OS Style Theme & No Ads,ART_AND_DESIGN,4.7,149,,"1,000+",Paid,$1.99,5,Art & Design,"July 30, 2018",1.2.2,4.1 and up,5
Light X - Icon Pack,PERSONALIZATION,4.6,252,,"10,000+",Paid,$0.99,5,Personalization,"June 13, 2018",1.6.1,4.1 and up,5
Z Origins - (Z The Game),FAMILY,4.6,4421,,"50,000+",Paid,$2.99,5,Strategy,"November 5, 2014",1.77,2.2 and up,5
Space Z 🌏 🚀Icon Pack Theme,PERSONALIZATION,4.8,201,,"1,000+",Paid,$1.49,5,Personalization,"August 4, 2018",1.2.7,4.0.3 and up,5
ZArchiver Donate,TOOLS,4.8,1721,,"10,000+",Paid,$2.50,5,Tools,"February 16, 2018",Varies with device,Varies with device,5
Daily Ab Workout,HEALTH_AND_FITNESS,4.6,2901,,"50,000+",Paid,$1.99,5,Health & Fitness,"June 14, 2018",Varies with device,Varies with device,5
Pocket AC,PHOTOGRAPHY,4.8,130,,"1,000+",Paid,$9.99,5,Photography,"June 27, 2018",3.1.1,4.1 and up,5
Flud (Ad free),VIDEO_PLAYERS,4.8,5639,,"10,000+",Paid,$1.49,5,Video Players & Editors,"September 7, 2017",Varies with device,Varies with device,5
Easy Hotspot Ad Free,TOOLS,5.0,2,,10+,Paid,$0.99,5,Tools,"July 26, 2018",1.05,4.0 and up,5
Age of AI: War Strategy,FAMILY,4.6,71,,500+,Paid,$2.49,5,Strategy,"March 14, 2018",1.8,4.0 and up,5
Hey AJ! It's Saturday!,BOOKS_AND_REFERENCE,5.0,12,,100+,Paid,$3.99,5,Books & Reference,"June 13, 2016",1.0.0,2.2 and up,5
Hey AJ! It's Bedtime!,FAMILY,5.0,1,,10+,Paid,$4.99,5,Education,"April 4, 2018",1.0.59,2.3 and up,5
AJ Gray Icon Pack,PERSONALIZATION,4.8,5,,50+,Paid,$0.99,5,Personalization,"April 22, 2018",1.1,4.1 and up,5
AJ Gray Dark Icon Pack,PERSONALIZATION,5.0,2,,10+,Paid,$0.99,5,Personalization,"April 29, 2018",1.1,4.1 and up,5
AJ Blue Icon Pack,PERSONALIZATION,5.0,4,,50+,Paid,$0.99,5,Personalization,"April 27, 2018",1.1,4.1 and up,5
Al'Quran Bahasa Indonesia PRO,BOOKS_AND_REFERENCE,4.7,1340,,"10,000+",Paid,$4.49,5,Books & Reference,"May 16, 2018",4.0.5,2.2 and up,5
I am Rich Premium Plus,FINANCE,4.6,459,,"10,000+",Paid,$18.99,5,Finance,"February 17, 2018",1.1,4.0.3 and up,5
The Hunt for the Lost Treasure,FAMILY,4.6,7148,,"100,000+",Paid,$2.99,5,Adventure;Brain Games,"September 13, 2017",1.8,4.0.3 and up,5
Attack the Light,FAMILY,4.7,19209,,"100,000+",Paid,$2.99,5,Role Playing;Action & Adventure,"February 23, 2016",1.1.4,4.0 and up,5
AP Government Review,FAMILY,4.7,3,,"1,000+",Paid,$2.99,5,Education,"March 14, 2017",1.1,4.0.3 and up,5
"ap,wifi testing,iperf,ping,android,Bluetooth,tcp",TOOLS,4.7,3,,10+,Paid,$2.99,5,Tools,"May 27, 2018",1.0.15,4.4 and up,5
500 AP World History Questions,FAMILY,4.7,7,,100+,Paid,$9.99,5,Education,"November 1, 2013",1.2,1.6 and up,5
meStudying: AP English Lit,FAMILY,5.0,1,,10+,Paid,$4.99,5,Education,"August 31, 2013",1.3,2.0.1 and up,5
AP Art History Flashcards,FAMILY,5.0,1,,10+,Paid,$29.99,5,Education,"January 19, 2016",3.30,4.0 and up,5
Five Nights at Freddy's 2,FAMILY,4.6,73919,,"500,000+",Paid,$2.99,5,Strategy,"November 15, 2014",1.07,2.3 and up,5
Five Nights at Freddy's,GAME,4.6,100805,,"1,000,000+",Paid,$2.99,5,Action,"December 2, 2014",1.85,2.3 and up,5
Five Nights at Freddy's 4,GAME,4.6,21266,,"100,000+",Paid,$2.99,5,Action,"July 26, 2015",1.1,2.3 and up,5
Five Nights at Freddy's 3,GAME,4.7,27856,,"100,000+",Paid,$2.99,5,Action,"April 2, 2015",1.07,2.3 and up,5
Ultimate Watch 2 watch face,PERSONALIZATION,4.6,285,,"10,000+",Paid,$0.99,5,Personalization,"June 4, 2018",2.5.21,Varies with device,5
Pujie Black Watch Face for Android Wear OS,PERSONALIZATION,4.6,7264,,"100,000+",Paid,$1.99,5,Personalization,"November 16, 2017",3.6.46,Varies with device,5
Ra Ga Ba,GAME,5.0,2,,1+,Paid,$1.49,5,Arcade,"February 8, 2017",1.0.4,2.3 and up,5
BC MVA Fines,BOOKS_AND_REFERENCE,5.0,5,,50+,Paid,$1.75,5,Books & Reference,"October 8, 2015",1.0,4.1 and up,5
Baby Connect (activity log),PARENTING,4.7,8343,,"50,000+",Paid,$4.99,5,Parenting,"July 10, 2018",6.3.16,4.0.3 and up,5
Business Calendar Pro,PRODUCTIVITY,4.6,27135,,"100,000+",Paid,$4.99,5,Productivity,"May 24, 2018",Varies with device,Varies with device,5
Be Stronger,HEALTH_AND_FITNESS,4.8,787,,"1,000+",Paid,$1.99,5,Health & Fitness,"July 31, 2018",1.4.7,4.0.3 and up,5
BG Monitor Diabetes Pro,MEDICAL,4.6,87,,500+,Paid,$5.99,5,Medical,"April 23, 2017",8.0.1,4.4 and up,5
Board Game Stats: Play tracking for tabletop games,LIFESTYLE,4.6,275,,"5,000+",Paid,$2.99,5,Lifestyle,"July 17, 2018",2.8.3,4.1 and up,5
BusyBox Pro,TOOLS,4.7,8114,,"100,000+",Paid,$2.49,5,Tools,"June 9, 2018",Varies with device,Varies with device,5
Battleheart Legacy,FAMILY,4.6,7420,,"50,000+",Paid,$4.99,5,Role Playing,"November 10, 2014",1.2.5,4.1 and up,5
Blackjack Verite Drills,GAME,4.6,17,,100+,Paid,$14.00,5,Casino,"July 9, 2017",1.1.10,3.0 and up,5
Chess of Blades (BL/Yaoi Game) (No VA),FAMILY,4.8,4,,10+,Paid,$14.99,5,Casual,"January 24, 2018",1.03,2.3.3 and up,5
BatControl Pro,TOOLS,4.9,83,,500+,Paid,$3.99,5,Tools,"June 1, 2018",2.0.0,5.0 and up,5
Basket Manager 2017 Pro,SPORTS,4.7,163,,"1,000+",Paid,$0.99,5,Sports,"October 6, 2017",3.9,4.1 and up,5
The Legacy (Full),GAME,4.6,144,,"1,000+",Paid,$6.99,5,Adventure,"May 15, 2018",1.0.9,4.0 and up,5
Bo's School Day,FAMILY,4.7,10,,"1,000+",Paid,$2.99,5,Education;Pretend Play,"December 18, 2017",1.3,4.0.3 and up,5
QR Code Pro,PRODUCTIVITY,4.8,5865,,"100,000+",Paid,$4.49,5,Productivity,"July 18, 2018",1.0,4.1 and up,5
Little Magnet BT Pro,TOOLS,4.6,251,,"1,000+",Paid,$0.99,5,Tools,"August 5, 2018",4.1.4,4.2 and up,5
Battery Notifier Pro BT,TOOLS,4.7,1363,,"10,000+",Paid,$2.59,5,Tools,"June 7, 2017",2.5.18,1.6 and up,5
My Budget Book,FINANCE,4.7,19784,,"100,000+",Paid,$2.99,5,Finance,"June 13, 2018",7.6,4.0 and up,5
BW-Go,GAME,4.8,265,,"1,000+",Paid,$3.49,5,Board,"June 18, 2015",4.8.1,2.3 and up,5
Hitman GO,FAMILY,4.6,84114,,"500,000+",Paid,$0.99,5,Puzzle,"July 5, 2018",1.13.108869,2.3.3 and up,5
BZ Reminder PRO,BUSINESS,4.8,726,,"1,000+",Paid,$3.99,5,Business,"December 20, 2017",2.3.3,4.1 and up,5
CA Speakers,LIFESTYLE,5.0,12,,100+,Paid,$0.99,5,Lifestyle,"March 25, 2014",1.0,3.0 and up,5
My Movies Pro - Movie & TV Collection Library,LIFESTYLE,4.6,6477,,"10,000+",Paid,$7.99,5,Lifestyle,"July 16, 2018",2.26 Build 17,4.1 and up,5
TI-84 CE Graphing Calculator Manual TI 84,FAMILY,5.0,1,,100+,Paid,$4.99,5,Education,"March 28, 2018",1.5.2,4.1 and up,5
CF-Bench Pro,TOOLS,4.6,159,,"1,000+",Paid,$1.49,5,Tools,"June 23, 2011",1.1,1.6 and up,5
"Ultimate Public Campgrounds (Over 37,100 in US&CA)",TRAVEL_AND_LOCAL,4.7,213,,"5,000+",Paid,$3.99,5,Travel & Local,"August 5, 2018",1.8.8.0,4.4 and up,5
FAV KWGT,PERSONALIZATION,4.9,88,,"1,000+",Paid,$0.99,5,Personalization,"July 26, 2018",8.0,5.0 and up,5
boattheory.ch Full 2018,FAMILY,4.7,54,,"1,000+",Paid,$19.40,5,Education,"November 18, 2017",3.1.2,4.2 and up,5
Battery HD Pro,TOOLS,4.7,17861,,"100,000+",Paid,$3.99,5,Tools,"May 6, 2018",Varies with device,Varies with device,5
DRAGON QUEST IV,FAMILY,4.7,1647,,"10,000+",Paid,$14.99,5,Role Playing,"February 28, 2017",1.0.5,2.3 and up,5
Automagic * Automation,TOOLS,4.7,1947,,"10,000+",Paid,$3.90,5,Tools,"May 19, 2018",Varies with device,Varies with device,5
FlashLight HD LED Pro,TOOLS,4.7,4928,,"50,000+",Paid,$2.99,5,Tools,"July 28, 2018",Varies with device,Varies with device,5
Pixxy KWGT,PERSONALIZATION,4.8,60,,"1,000+",Paid,$0.99,5,Personalization,"July 29, 2018",4.0.1,5.0 and up,5
CI 174 Gray Icon Pack,PERSONALIZATION,5.0,1,,10+,Paid,$0.99,5,Personalization,"May 21, 2018",1.1,4.1 and up,5
F*ck This Game,GAME,4.6,8,,100+,Paid,$0.99,5,Action,"July 18, 2015",1.0.0,2.3 and up,5
211:CK,GAME,5.0,8,,10+,Paid,$0.99,5,Arcade,"April 11, 2018",1.3,4.1 and up,5
USMLE Step 2 CK Flashcards,FAMILY,5.0,1,,10+,Paid,$19.99,5,Education,"May 26, 2014",2.47,2.2 and up,5
CM Launcher 3D Pro💎,PERSONALIZATION,4.7,23802,,"100,000+",Paid,$4.99,5,Personalization,"November 17, 2016",1.0.9,4.0 and up,5
Swift Dark CM / CM13 Theme,PERSONALIZATION,4.7,1500,,"10,000+",Paid,$1.99,5,Personalization,"January 5, 2017",3.3.3,5.0 and up,5
Teeny Titans - Teen Titans Go!,FAMILY,4.6,20463,,"100,000+",Paid,$3.99,5,Strategy;Action & Adventure,"July 18, 2018",1.2.1,4.1 and up,5
DCUO|CR Calculator Pro,TOOLS,4.6,82,,500+,Paid,$0.99,5,Tools,"August 14, 2017",3.3,3.0 and up,5
Asiimov Skin - CS GO Icon Pack,PERSONALIZATION,4.6,26,,100+,Paid,$2.49,5,Personalization,"December 3, 2017",5.0.1,4.0.3 and up,5
Radiological Anatomy For FRCR1,MEDICAL,4.8,12,,100+,Paid,$6.99,5,Medical,"January 22, 2014",1.3,4.0 and up,5
2 Amateur ham radio CW Morse code practice keys TX,COMMUNICATION,4.8,6,,100+,Paid,$1.49,5,Communication,"March 5, 2018",1.0.9,1.6 and up,5
CW Beacon for Ham Radio,COMMUNICATION,4.8,10,,100+,Paid,$1.49,5,Communication,"January 22, 2015",KM,1.6 and up,5
Morse Trainer for Ham Radio,COMMUNICATION,4.6,265,,"10,000+",Paid,$2.99,5,Communication,"January 6, 2018",2.28,2.3 and up,5
Morse Machine for Ham Radio,COMMUNICATION,4.8,341,,"5,000+",Paid,$0.99,5,Communication,"February 20, 2015",iu4,2.0 and up,5
Morse Player,FAMILY,5.0,12,,100+,Paid,$1.99,5,Education,"January 23, 2017",2.1.1,3.0 and up,5
30WPM Amateur ham radio Koch CW Morse code trainer,FAMILY,5.0,1,,10+,Paid,$1.49,5,Education,"May 18, 2018",2.0.2,2.1 and up,5
Koch Morse Trainer Pro,COMMUNICATION,4.6,94,,"1,000+",Paid,$2.49,5,Communication,"February 14, 2015",2.1.1,2.2 and up,5
go41cx,FAMILY,4.8,171,,"1,000+",Paid,$10.00,5,Education,"October 18, 2016",1.7.0,2.2 and up,5
Cytus II,GAME,4.7,16851,,"100,000+",Paid,$1.99,5,Music,"August 3, 2018",1.5.0,4.4 and up,5
The House of Da Vinci,FAMILY,4.8,12400,,"100,000+",Paid,$4.99,5,Puzzle,"June 14, 2018",1.0.4,4.1 and up,5
AC DC Power Monitor,LIFESTYLE,5.0,1,,10+,Paid,$3.04,5,Lifestyle,"May 29, 2016",1.2,2.3 and up,5
Myth Defense 2: DF Platinum,FAMILY,4.6,1764,,"10,000+",Paid,$3.99,5,Strategy,"June 22, 2016",1.3.8,2.3.3 and up,5
Cameringo+ Filters Camera,PHOTOGRAPHY,4.6,28107,,"500,000+",Paid,$2.99,5,Photography,"June 11, 2018",2.8.26,4.0 and up,5
Fodbold DK Pro,SPORTS,4.6,315,,"1,000+",Paid,$2.99,5,Sports,"June 6, 2018",2.106.0,4.0 and up,5
Advanced Download Manager Pro,TOOLS,4.7,6505,,"50,000+",Paid,$2.99,5,Tools,"November 3, 2017",6.4.0,4.0 and up,5
DL Image Manager,PRODUCTIVITY,5.0,2,,10+,Paid,$0.99,5,Productivity,"July 29, 2018",1.0.5,4.0 and up,5
Day Night Live Wallpaper (All),PERSONALIZATION,4.7,4856,,"50,000+",Paid,$2.49,5,Personalization,"January 31, 2018",1.5.3,4.0 and up,5
LightMeter (noAds),PHOTOGRAPHY,4.6,617,,"10,000+",Paid,$1.99,5,Photography,"November 22, 2016",1.5.10.NA,3.2 and up,5
myGrow,PRODUCTIVITY,4.6,84,,"1,000+",Paid,$4.29,5,Productivity,"April 29, 2016",2.3.9,3.2 and up,5
Dr. Splorchy Presents Space Heroes,GAME,4.6,18,,100+,Paid,$4.99,5,Adventure,"July 23, 2018",1.0,7.0 and up,5
Dr. Seuss's ABC,FAMILY,4.7,429,,"10,000+",Paid,$3.99,5,Books & Reference;Education,"February 26, 2018",2.05,4.0.3 and up,5
DraStic DS Emulator,GAME,4.6,87766,,"1,000,000+",Paid,$4.99,5,Action,"July 19, 2016",r2.5.0.3a,2.3 and up,5
Bloons TD 5,FAMILY,4.6,190086,,"1,000,000+",Paid,$2.99,5,Strategy,"July 13, 2018",3.16,2.3.3 and up,5
Riptide GP: Renegade,GAME,4.7,4328,,"100,000+",Paid,$2.99,5,Racing,"June 1, 2018",1.2.1,4.1 and up,5
Weather Forecast Pro,WEATHER,4.7,14051,,"100,000+",Paid,$3.99,5,Weather,"August 4, 2018",8.5,4.0 and up,5
RETRO Shocked DW-6000,PERSONALIZATION,5.0,13,,100+,Paid,$1.49,5,Personalization,"April 4, 2017",1.2,2.3 and up,5
Retro City Rampage DX,GAME,4.7,416,,"10,000+",Paid,$2.99,5,Action,"January 12, 2017",1.0.5,4.0 and up,5
Chronolink DX,FAMILY,5.0,7,,10+,Paid,$0.99,5,Puzzle,"July 6, 2017",1.2,4.1 and up,5
Santa's Monster Shootout DX,GAME,5.0,4,,50+,Paid,$1.99,5,Action,"August 15, 2013",1.05,2.2 and up,5
