App,Category,Rating,Reviews,Size,Installs,Type,Price,Rating Roundoff,Genres,Last Updated,Current Ver,Android Ver,Rating Roundoff
A/C REFRIGERANT CAPACITY,BUSINESS,1.7,84,,"10,000+",Free,0.0,2,Business,"October 28, 2014",1.0,4.1 and up,2
Remote Control For All AC - Universal Remote,PRODUCTIVITY,2.4,166,,"10,000+",Free,0.0,2,Productivity,"July 28, 2018",1.1,4.0.3 and up,2
Hi-Smart AC,TOOLS,2.2,32,,"1,000+",Free,0.0,2,Tools,"April 3, 2018",1.1.0,4.4 and up,2
ESS Mobile for AE,PRODUCTIVITY,1.9,63,,"5,000+",Free,0.0,2,Productivity,"September 27, 2016",2.0.1027,3.0 and up,2
AF Hydro,HEALTH_AND_FITNESS,2.0,136,,"10,000+",Free,0.0,2,Health & Fitness,"May 12, 2018",1.0.5,4.4 and up,2
AppFinder by AppTap,TOOLS,2.0,2221,,"5,000,000+",Free,0.0,2,Tools,"October 3, 2017",1.8.2.7,5.0 and up,2
Ag PhD Soils,PRODUCTIVITY,2.3,3,,"1,000+",Free,0.0,2,Productivity,"July 16, 2018",1.24.1,4.4 and up,2
PS4 Second Screen,FAMILY,2.4,11773,,"1,000,000+",Free,0.0,2,Entertainment,"June 13, 2018",18.6.2,4.1 and up,2
App Seguridad AV Villas,FINANCE,2.3,251,,"50,000+",Free,0.0,2,Finance,"October 12, 2017",1.0.5,4.0 and up,2
A&W Restaurants,FOOD_AND_DRINK,1.7,14,,"1,000+",Free,0.0,2,Food & Drink,"June 6, 2018",2.7.0,4.1 and up,2
AZ REMOTE CONTROL,TOOLS,2.1,149,,"50,000+",Free,0.0,2,Tools,"March 28, 2016",1.9,3.2 and up,2
BA4You,BUSINESS,2.1,87,,"5,000+",Free,0.0,2,Business,"April 26, 2018",1.6.0.0,4.0 and up,2
Loreal - BA Makeup,TOOLS,1.9,8,,"1,000+",Free,0.0,2,Tools,"April 18, 2018",1.1.1,4.0.3 and up,2
Avios for Android,TRAVEL_AND_LOCAL,2.5,862,,"100,000+",Free,0.0,2,Travel & Local,"April 10, 2018",7.8.0,5.0 and up,2
BC Pizza,LIFESTYLE,2.3,3,,500+,Free,0.0,2,Lifestyle,"January 12, 2016",1.0,4.2 and up,2
BF Scale Health Fitness Tool,HEALTH_AND_FITNESS,2.2,19,,"1,000+",Free,0.0,2,Health & Fitness,"November 29, 2017",2.1,4.3 and up,2
Virtual Boyfriend Chat,FAMILY,2.4,407,,"50,000+",Free,0.0,2,Entertainment,"April 11, 2017",1.0,2.2 and up,2
BG TV App,FAMILY,1.7,6,,100+,Free,0.0,2,Entertainment,"December 21, 2017",1.0,4.1 and up,2
Bg TV Online,FAMILY,2.3,50,,"10,000+",Free,0.0,2,Entertainment,"October 21, 2017",1.2,4.1 and up,2
BG Remover & Eraser Pro,TOOLS,2.2,4,,500+,Free,0.0,2,Tools,"April 3, 2018",3.0,2.3 and up,2
Run on Earth,HEALTH_AND_FITNESS,2.4,577,,"50,000+",Free,0.0,2,Health & Fitness,"April 25, 2018",1.7.5,4.0 and up,2
BJ's Express Scan,SHOPPING,2.3,69,,"10,000+",Free,0.0,2,Shopping,"March 19, 2018",1.0.16,4.4 and up,2
Hungry Girl Diet Bk. Companion,HEALTH_AND_FITNESS,2.2,4,,"1,000+",Free,0.0,2,Health & Fitness,"February 1, 2018",1.1.3,4.0 and up,2
Yuzu eReader,FAMILY,1.9,250,,"50,000+",Free,0.0,2,Education,"July 18, 2018",Varies with device,Varies with device,2
Wireless BP,MEDICAL,1.8,30,,500+,Free,0.0,2,Medical,"May 27, 2016",1.1,4.3 and up,2
BP Toolbox,HEALTH_AND_FITNESS,2.1,32,,"1,000+",Free,0.0,2,Health & Fitness,"May 22, 2018",5.9,4.3 and up,2
bp Magazine for Bipolar,LIFESTYLE,1.8,5,,"1,000+",Free,0.0,2,Lifestyle,"February 12, 2018",26.0,4.1 and up,2
UM BP Track,MEDICAL,2.0,1,,50+,Free,0.0,2,Medical,"June 27, 2017",7.9.0 (5192),5.0 and up,2
Bono’s Pit Bar-B-Q,FAMILY,2.3,3,,"1,000+",Free,0.0,2,Entertainment,"January 23, 2018",2.4,2.3.3 and up,2
Pick-a-Paint,LIFESTYLE,1.6,242,,"50,000+",Free,0.0,2,Lifestyle,"May 14, 2018",1.2.1,3.0 and up,2
BR Chat Bot,SOCIAL,1.9,16,,"1,000+",Free,0.0,2,Social,"June 30, 2016",1.0,4.0 and up,2
Bullshit! (Free),GAME,2.4,45,,"10,000+",Free,0.0,2,Card,"August 26, 2016",1.1,4.1 and up,2
BT Notifier,TOOLS,2.5,2794,,"1,000,000+",Free,0.0,2,Tools,"May 28, 2018",2.9,4.3 and up,2
Boston University Alumni,FAMILY,1.8,5,,"1,000+",Free,0.0,2,Education,"December 2, 2017",4.0,4.4 and up,2
Feel Performer,COMMUNICATION,2.2,62,,"10,000+",Free,0.0,2,Communication,"April 9, 2018",2.0.3,4.1 and up,2
Bell and Wyson Camera BW Pix +,LIFESTYLE,2.0,8,,"1,000+",Free,0.0,2,Lifestyle,"November 14, 2016",2.0.18.23,2.3 and up,2
Benefit Extras Mobile App,HEALTH_AND_FITNESS,2.3,3,,"1,000+",Free,0.0,2,Health & Fitness,"July 18, 2018",6.0,5.0 and up,2
bz Basel News,NEWS_AND_MAGAZINES,2.2,23,,"1,000+",Free,0.0,2,News & Magazines,"June 6, 2018",1.4.0,5.0 and up,2
CA Case Management,BUSINESS,2.4,16,,500+,Free,0.0,2,Business,"May 4, 2016",1.0.1,4.0 and up,2
CB Mobile Access,FINANCE,1.5,57,,"1,000+",Free,0.0,2,Finance,"February 26, 2018",4.3.6,4.2 and up,2
CF Appreciation,LIFESTYLE,2.0,11,,"1,000+",Free,0.0,2,Lifestyle,"June 12, 2018",2.4.78-s,4.1 and up,2
CF Climb,LIFESTYLE,1.5,2,,100+,Free,0.0,2,Lifestyle,"June 7, 2018",3.9.9.2,2.3 and up,2
Thrive CF,HEALTH_AND_FITNESS,2.2,6,,100+,Free,0.0,2,Health & Fitness,"January 5, 2018",1.0.1,4.3 and up,2
CJ Fitness,HEALTH_AND_FITNESS,2.4,221,,"10,000+",Free,0.0,2,Health & Fitness,"February 14, 2018",4.3.0,4.1 and up,2
CJ Fallon eBook Reader,FAMILY,1.9,76,,"5,000+",Free,0.0,2,Education,"February 13, 2014",2.2.1,3.0 and up,2
Co Checker,TOOLS,1.9,12,,"1,000+",Free,0.0,2,Tools,"October 20, 2017",1.8.6,4.3 and up,2
Co-op Connections,SHOPPING,1.6,8,,"1,000+",Free,0.0,2,Shopping,"May 3, 2018",1.5,4.1 and up,2
QST,FAMILY,2.5,706,,"10,000+",Free,0.0,2,Education,"March 14, 2018",Varies with device,Varies with device,2
Webmail web mobile app,TOOLS,2.3,395,,"100,000+",Free,0.0,2,Tools,"August 5, 2018",4.2,4.1 and up,2
CR Family,FAMILY,2.3,10,,"1,000+",Free,0.0,2,Education,"February 8, 2017",1.0.0,4.1 and up,2
What's Your CS:GO rank?,GAME,2.3,278,,"10,000+",Free,0.0,2,Trivia,"February 11, 2017",1.0,2.3 and up,2
Travis CU,FINANCE,2.0,207,,"10,000+",Free,0.0,2,Finance,"February 16, 2018",1.0.0.9,4.4 and up,2
Public Service CU Mobile,FINANCE,2.0,314,,"10,000+",Free,0.0,2,Finance,"March 14, 2017",6.5.32-prod,4.2 and up,2
CW TV,NEWS_AND_MAGAZINES,1.7,367,,"50,000+",Free,0.0,2,News & Magazines,"March 2, 2018",1.7,4.0 and up,2
The CW TN app 2018,FAMILY,2.2,54,,"10,000+",Free,0.0,2,Entertainment,"April 30, 2018",1.0,3.2 and up,2
CZ File Manager,TOOLS,2.2,876,,"1,000,000+",Free,0.0,2,Tools,"August 6, 2018",3.2.3,4.2 and up,2
DB Transport,MAPS_AND_NAVIGATION,1.9,179,,"10,000+",Free,0.0,2,Maps & Navigation,"March 13, 2018",3.05,4.1 and up,2
DB Event App,SOCIAL,2.4,37,,"5,000+",Free,0.0,2,Social,"June 25, 2017",1.0,4.1 and up,2
DG Smart life,TOOLS,2.1,14,,"1,000+",Free,0.0,2,Tools,"September 7, 2017",1.0.5,4.1 and up,2
DH News,NEWS_AND_MAGAZINES,2.5,81,,"10,000+",Free,0.0,2,News & Magazines,"November 27, 2017",3.4.5,4.0.3 and up,2
DK Eyewitness Audio Walks,TRAVEL_AND_LOCAL,2.3,9,,"1,000+",Free,0.0,2,Travel & Local,"April 6, 2018",1.0.1.8,4.2 and up,2
DM EVOLUTION,GAME,2.5,450,,"10,000+",Free,0.0,2,Card,"July 23, 2018",2.0.9,4.1 and up,2
Aster DM Healthcare,MEDICAL,2.4,32,,"5,000+",Free,0.0,2,Medical,"November 21, 2017",1.5,4.0.3 and up,2
e-DN - den digitala tidningen från Dagens Nyheter,NEWS_AND_MAGAZINES,2.2,160,,"50,000+",Free,0.0,2,News & Magazines,"May 24, 2018",1.3.2,4.4 and up,2
Dagens Nyheter,NEWS_AND_MAGAZINES,2.5,2055,,"100,000+",Free,0.0,2,News & Magazines,"July 4, 2018",4.2.7,4.4 and up,2
DQ Events,BUSINESS,2.3,41,,"10,000+",Free,0.0,2,Business,"December 20, 2017",1.1,4.0 and up,2
DS-20000S,PRODUCTIVITY,1.8,12,,"1,000+",Free,0.0,2,Productivity,"August 3, 2018",1.2.2,4.1 and up,2
DT Smart,TOOLS,1.6,39,,"1,000+",Free,0.0,2,Tools,"December 7, 2017",1.1.4,4.1 and up,2
DT Baby Cam,TOOLS,1.7,10,,500+,Free,0.0,2,Tools,"December 5, 2017",3.0,2.2 and up,2
DT NO.I,HEALTH_AND_FITNESS,2.4,44,,"1,000+",Free,0.0,2,Health & Fitness,"August 1, 2018",V1.0.1,4.3 and up,2
Sports DV,LIFESTYLE,2.1,86,,"10,000+",Free,0.0,2,Lifestyle,"July 17, 2018",3.0.3,4.3 and up,2
Live DV,PHOTOGRAPHY,2.0,16,,"1,000+",Free,0.0,2,Photography,"May 9, 2018",1.0.6,4.4 and up,2
AKASO DV,TOOLS,2.4,99,,"10,000+",Free,0.0,2,Tools,"July 26, 2018",V1.0.9,4.0 and up,2
WiFi Action Camera,SPORTS,2.4,551,,"100,000+",Free,0.0,2,Sports,"March 13, 2014",1.4,4.0 and up,2
DV KING 4K,PHOTOGRAPHY,2.3,3,,100+,Free,0.0,2,Photography,"July 17, 2018",1.0.10,4.0 and up,2
SportLook,PHOTOGRAPHY,2.5,1283,,"100,000+",Free,0.0,2,Photography,"June 21, 2018",1.2.7,4.1 and up,2
VMAX IP Plus Mobile Client,BUSINESS,2.0,9,,"1,000+",Free,0.0,2,Business,"June 9, 2017",1.1.12,2.3 and up,2
EA Plus,TRAVEL_AND_LOCAL,2.5,12,,"1,000+",Free,0.0,2,Travel & Local,"November 3, 2017",1.4,4.0.3 and up,2
EB Mobile,FAMILY,1.7,1172,,"10,000+",Free,0.0,2,Education,"October 9, 2017",1.1.2,4.1 and up,2
TNEB Bill Checker / TNEB Bill Status,FINANCE,2.5,2,,"1,000+",Free,0.0,2,Finance,"March 3, 2018",2.0,4.0.3 and up,2
EF Go Ahead Tour Companion,TRAVEL_AND_LOCAL,2.3,23,,"1,000+",Free,0.0,2,Travel & Local,"June 18, 2018",3.0.7,4.4 and up,2
EG Retail,BUSINESS,2.4,29,,500+,Free,0.0,2,Business,"July 5, 2018",2.2.1335,4.1 and up,2
EI SmartMiles,FINANCE,2.4,9,,"1,000+",Free,0.0,2,Finance,"January 21, 2018",1.0.0,4.0 and up,2
EP Lab Digest,MEDICAL,2.3,11,,500+,Free,0.0,2,Medical,"July 12, 2018",1000000.6,4.1 and up,2
Furrion ES Control,VIDEO_PLAYERS,1.8,26,,"5,000+",Free,0.0,2,Video Players & Editors,"September 29, 2016",1.0,4.2 and up,2
TAXLANDIA,FAMILY,1.9,141,,"1,000+",Free,0.0,2,Educational,"March 6, 2018",1.8.2,4.3 and up,2
NissanConnect® EV & Services,LIFESTYLE,2.3,853,,"50,000+",Free,0.0,2,Lifestyle,"July 20, 2018",6.2.0,4.4 and up,2
EY Events,BUSINESS,2.5,31,,"10,000+",Free,0.0,2,Business,"April 4, 2018",2.6,4.1 and up,2
EZ-ELD Driver App (Free),AUTO_AND_VEHICLES,2.1,83,,"5,000+",Free,0.0,2,Auto & Vehicles,"July 29, 2018",1.0.12,4.3 and up,2
EZ Pass,TOOLS,2.5,15,,"5,000+",Free,0.0,2,Tools,"September 10, 2016",1.3,2.3 and up,2
EZ LED,TOOLS,2.2,19,,"1,000+",Free,0.0,2,Tools,"September 5, 2017",1.1,4.3 and up,2
First Hawaiian Bank Mobile,FINANCE,2.1,232,,"10,000+",Free,0.0,2,Finance,"May 9, 2018",18.1.79,5.0 and up,2
My Truck,TOOLS,2.5,247,,"10,000+",Free,0.0,2,Tools,"March 15, 2017",1.0.6,4.2 and up,2
Candy simply-Fi,LIFESTYLE,2.1,2390,,"100,000+",Free,0.0,2,Lifestyle,"July 17, 2018",1.8.4.7,4.4 and up,2
FK Atlantas,SPORTS,1.5,2,,5+,Free,0.0,2,Sports,"February 21, 2018",1.0,4.1 and up,2
Check Lottery Tickets - Florida,FAMILY,2.0,27,,"5,000+",Free,0.0,2,Entertainment,"October 17, 2017",2.1,4.0.3 and up,2
Pint - FN Theme,PERSONALIZATION,2.5,6,,100+,Free,0.0,2,Personalization,"August 10, 2013",1.0,2.2 and up,2
