App,Category,Rating,Reviews,Size,Installs,Type,Price,Rating Roundoff,Genres,Last Updated,Current Ver,Android Ver,Rating Roundoff
i miss you quotes and photos,DATING,nan,0,,100+,Free,0.0,,Dating,"July 22, 2018",1.0.7,4.0 and up,
JoJo Siwa Top Hits Music,DATING,nan,0,,10+,Free,0.0,,Dating,"July 26, 2018",1.0,4.0.3 and up,
Chat Click - Dating Search,DATING,nan,4,,500+,Free,0.0,,Dating,"July 11, 2018",1.0,3.0 and up,
Iraq love chat,DATING,nan,14,,50+,Free,0.0,,Dating,"August 3, 2018",8.2,4.0.3 and up,
Healthy Relationships Guide,DATING,nan,0,,1+,Free,0.0,,Dating,"July 31, 2018",2.0,4.0.3 and up,
following,DATING,nan,1,,10+,Free,0.0,,Dating,"July 24, 2018",1.0.3,4.2 and up,
Gods by Night,DATING,nan,104,,"1,000+",Free,0.0,,Dating,"July 22, 2018",3.5.4.2.3,4.1 and up,
PlusOne,DATING,nan,0,,1+,Free,0.0,,Dating,"July 17, 2018",1.1.1,4.2 and up,
Love Calendar - Couple Sharing Calendar & CoupleDay,DATING,nan,14,,50+,Free,0.0,,Dating,"July 30, 2018",1.6,4.1 and up,
Soul Mate,DATING,nan,0,,10+,Free,0.0,,Dating,"July 19, 2018",4.5.0,4.0.3 and up,
Diamond Engagement Rings,DATING,nan,0,,5+,Free,0.0,,Dating,"July 12, 2018",6.1,4.0 and up,
Dating Tips For Men,DATING,nan,0,,10+,Free,0.0,,Dating,"July 9, 2018",3.0,4.0.3 and up,
Random Video Chat,DATING,nan,3,,"1,000+",Free,0.0,,Dating,"July 15, 2018",4.20,4.0.3 and up,
Find Lover,DATING,nan,21,,"1,000+",Free,0.0,,Dating,"July 27, 2018",1.0.2,4.0.3 and up,
Random Video Chat App With Strangers,DATING,nan,3,,"1,000+",Free,0.0,,Dating,"July 17, 2018",1.,4.0 and up,
"Chat Mexico: meet people, flirt and friendship",DATING,nan,8,,"5,000+",Free,0.0,,Dating,"July 2, 2018",3.7,4.0.3 and up,
Ai La Trieu Phu - ALTP Free,EDUCATION,nan,776,,"100,000+",Free,0.0,,Education,"July 23, 2018",1.5,4.0 and up,
VAN NIAN 2018 - Vietnamese Calendar,EVENTS,nan,37,,"10,000+",Free,0.0,,Events,"November 27, 2017",1.0,4.0 and up,
Sarajevo Film Festival - Official,EVENTS,nan,6,,100+,Free,0.0,,Events,"July 31, 2018",2.0.1,4.4W and up,
Summer Madness,EVENTS,nan,4,,100+,Free,0.0,,Events,"July 26, 2018",1.107,4.0 and up,
AAS-IN-ASIA 2018,EVENTS,nan,3,,100+,Free,0.0,,Events,"July 4, 2018",1.1.9,4.1 and up,
Moot Peru 2018,EVENTS,nan,13,,"1,000+",Free,0.0,,Events,"June 28, 2018",1.0,3.0 and up,
FM News,EVENTS,nan,46,,"5,000+",Free,0.0,,Events,"July 4, 2018",1.4,4.2 and up,
Rockmaraton Info,EVENTS,nan,49,,"1,000+",Free,0.0,,Events,"July 8, 2018",18.4,4.4 and up,
mobLee Events,EVENTS,nan,11,,"5,000+",Free,0.0,,Events,"May 30, 2018",3.05.30.16,4.1 and up,
AMM Events & CPD,EVENTS,nan,5,,100+,Free,0.0,,Events,"August 4, 2018",1.0.5,4.3 and up,
MeAuDote - An act of love that saves a life,EVENTS,nan,250,,"1,000+",Free,0.0,,Events,"June 22, 2018",1.0.11,4.1 and up,
TCF National Conference,EVENTS,nan,1,,100+,Free,0.0,,Events,"July 11, 2018",1.0,4.1 and up,
Easy and Fast Recipes,FOOD_AND_DRINK,nan,95,,"50,000+",Free,0.0,,Food & Drink,"January 6, 2018",3.0.1,2.3 and up,
Sumine side dish - dish recipe side dish,FOOD_AND_DRINK,nan,82,,"10,000+",Free,0.0,,Food & Drink,"June 23, 2018",1.1,4.1 and up,
Latest 2018 Home Designs,HOUSE_AND_HOME,nan,174,,"10,000+",Free,0.0,,House & Home,"July 26, 2018",1.1,2.3 and up,
Yes319 real price login query,HOUSE_AND_HOME,nan,12,,"5,000+",Free,0.0,,House & Home,"July 12, 2018",1.04,4.0.3 and up,
LH Housing Promotion Notice,HOUSE_AND_HOME,nan,160,,"100,000+",Free,0.0,,House & Home,"September 19, 2017",1.2.0,4.0 and up,
Home tips and advice,HOUSE_AND_HOME,nan,10,,"5,000+",Free,0.0,,House & Home,"December 28, 2017",2.0,4.0.3 and up,
Real estate court auction information site - Hyundai court auction,HOUSE_AND_HOME,nan,10,,"10,000+",Free,0.0,,House & Home,"August 2, 2018",1.2,4.3 and up,
Lamp detector,LIBRARIES_AND_DEMO,nan,5,,"1,000+",Free,0.0,,Libraries & Demo,"April 23, 2018",4.4.2,2.3.3 and up,
General culture,LIBRARIES_AND_DEMO,nan,26,,"10,000+",Free,0.0,,Libraries & Demo,"February 20, 2018",1.2,4.0 and up,
Luffs,LIBRARIES_AND_DEMO,nan,487,,"100,000+",Free,0.0,,Libraries & Demo,"January 16, 2018",1.0,4.0.3 and up,
Words (188 Category),LIBRARIES_AND_DEMO,nan,54,,"10,000+",Free,0.0,,Libraries & Demo,"July 4, 2018",1.0,4.0.3 and up,
Cold Spirits,LIBRARIES_AND_DEMO,nan,363,,"100,000+",Free,0.0,,Libraries & Demo,"January 2, 2017",1.2,2.3 and up,
How to sew & make the easiest pattern,LIBRARIES_AND_DEMO,nan,110,,"10,000+",Free,0.0,,Libraries & Demo,"November 5, 2017",1.0,4.0 and up,
I will return his eggs,LIBRARIES_AND_DEMO,nan,91,,"100,000+",Free,0.0,,Libraries & Demo,"November 16, 2017",6.0,2.3 and up,
Benefits of olive oil with garlic,LIBRARIES_AND_DEMO,nan,25,,"10,000+",Free,0.0,,Libraries & Demo,"June 23, 2018",1.0,4.0.3 and up,
Sad hair without net,LIBRARIES_AND_DEMO,nan,20,,"5,000+",Free,0.0,,Libraries & Demo,"March 26, 2018",1.0,2.3 and up,
Patience Words,LIBRARIES_AND_DEMO,nan,31,,"10,000+",Free,0.0,,Libraries & Demo,"December 14, 2017",1.0,4.0.3 and up,
Mama Lala 's song,LIBRARIES_AND_DEMO,nan,102,,"50,000+",Free,0.0,,Libraries & Demo,"July 1, 2018",6.0.0,2.3 and up,
Young Speeches,LIBRARIES_AND_DEMO,nan,2221,,"500,000+",Free,0.0,,Libraries & Demo,"January 8, 2017",1.1,2.3 and up,
Mcqueen Coloring pages,FAMILY,nan,65,,"100,000+",Free,0.0,,Art & Design;Action & Adventure,"March 7, 2018",1.0.0,4.1 and up,
Free Blood Pressure,MEDICAL,nan,7,,"5,000+",Free,0.0,,Medical,"October 13, 2016",3.0.0,4.0.3 and up,
Penn State Health OnDemand,MEDICAL,nan,0,,50+,Free,0.0,,Medical,"July 24, 2018",10.4.1.018_06,4.0.3 and up,
Breastfeeding Tracker Baby Log,MEDICAL,nan,6,,100+,Free,0.0,,Medical,"July 20, 2018",1.3.5,5.0 and up,
Lego Ninjago Wallpaper,MEDICAL,nan,2,,100+,Free,0.0,,Medical,"August 2, 2018",1.2,3.0 and up,
RT 516 VET,MEDICAL,nan,0,,10+,Free,0.0,,Medical,"July 13, 2018",300000.1.11,4.0.3 and up,
EXOGEN Connects (US),MEDICAL,nan,0,,10+,Free,0.0,,Medical,"August 1, 2018",1.0.1,4.1 and up,
Full Code - Emergency Medicine Simulation,MEDICAL,nan,0,,100+,Free,0.0,,Medical,"July 23, 2018",2.0,5.0 and up,
Maricopa AH,MEDICAL,nan,0,,100+,Free,0.0,,Medical,"July 16, 2018",300000.1.11,4.0.3 and up,
Dare EMS Protocols,MEDICAL,nan,0,,10+,Free,0.0,,Medical,"July 26, 2018",1.8.3,4.1 and up,
Pediatric Emergency Guide,MEDICAL,nan,0,,100+,Free,0.0,,Medical,"July 9, 2018",3.1.1,4.4 and up,
Weill Cornell Medicine,MEDICAL,nan,0,,50+,Free,0.0,,Medical,"July 16, 2018",1.0.10,5.0 and up,
Doctors Care,MEDICAL,nan,0,,10+,Free,0.0,,Medical,"July 24, 2018",2.0.0 (35717),4.4 and up,
PCOS Guide - Fight PCOS naturally,MEDICAL,nan,0,,100+,Free,0.0,,Medical,"August 4, 2018",1.0,5.0 and up,
EVA - Menstrual calendar and fertility,MEDICAL,nan,25,,"1,000+",Free,0.0,,Medical,"August 2, 2018",1.1,4.1 and up,
Hello Face,MEDICAL,nan,0,,10+,Free,0.0,,Medical,"July 31, 2018",1.0,4.4 and up,
Diabetes Testing,MEDICAL,nan,1,,500+,Free,0.0,,Medical,"July 26, 2018",1.0,4.0.3 and up,
GGDE: Prevent & Beat Depression Symptoms,MEDICAL,nan,2,,50+,Free,0.0,,Medical,"July 24, 2018",2.01.12,4.0 and up,
Jaylex,MEDICAL,nan,0,,10+,Free,0.0,,Medical,"July 30, 2018",1.2.3-DEBUG,4.2 and up,
Clinical Pharmacology,MEDICAL,nan,0,,10+,Free,0.0,,Medical,"August 1, 2018",1.0,4.1 and up,
Smartshading AI,MEDICAL,nan,0,,10+,Free,0.0,,Medical,"June 21, 2018",1.0,4.1 and up,
Eversense,MEDICAL,nan,3,,100+,Free,0.0,,Medical,"July 18, 2018",2.0.101,4.4 and up,
Drug Calculator,MEDICAL,nan,0,,10+,Free,0.0,,Medical,"July 27, 2018",1.0,4.4 and up,
HACH Cares,MEDICAL,nan,0,,10+,Free,0.0,,Medical,"July 25, 2018",300000.1.11,4.0.3 and up,
WAH 247,MEDICAL,nan,0,,1+,Free,0.0,,Medical,"July 20, 2018",300000.1.11,4.0.3 and up,
ear super hearing,MEDICAL,nan,0,,5+,Free,0.0,,Medical,"July 31, 2018",1.0 Super Ear Hearing,4.0 and up,
Traditional Chinese Medicine Fangfang Liangfang Daquan - Practical and ancient Chinese medicine and old prescriptions for the treatment of various incurable diseases,MEDICAL,nan,1,,10+,Free,0.0,,Medical,"July 21, 2018",1.0.0,4.0 and up,
COPD GOLD 2017,MEDICAL,nan,5,,10+,Free,0.0,,Medical,"July 13, 2018",1.0,4.0 and up,
Summit Medical Video Visits,MEDICAL,nan,0,,10+,Free,0.0,,Medical,"July 12, 2018",1.1.1,4.1 and up,
ExtendedCare Virtual Care Room,MEDICAL,nan,0,,5+,Free,0.0,,Medical,"July 30, 2018",1.0,5.1 and up,
Lord Fairfax EMS Council,MEDICAL,nan,0,,50+,Free,0.0,,Medical,"July 17, 2018",1,4.0.3 and up,
MyWoundDoctor - Provider,MEDICAL,nan,0,,1+,Free,0.0,,Medical,"July 27, 2018",1.2.1,5.0 and up,
Warfarin Dose Calculator,MEDICAL,nan,0,,50+,Free,0.0,,Medical,"July 15, 2018",3.0.0,4.1 and up,
Renesas PMA,MEDICAL,nan,0,,5+,Free,0.0,,Medical,"July 18, 2018",1.2.9,4.4 and up,
4 Paws PH,MEDICAL,nan,1,,5+,Free,0.0,,Medical,"July 25, 2018",300000.1.11,4.0.3 and up,
high cholesterol levels,MEDICAL,nan,0,,100+,Free,0.0,,Medical,"July 23, 2018",1.0,4.1 and up,
Thyroid Nodules,MEDICAL,nan,0,,10+,Free,0.0,,Medical,"July 14, 2018",1.0,4.3 and up,
Training course: Learn Nursing,MEDICAL,nan,0,,100+,Free,0.0,,Medical,"July 8, 2018",1.0.0,4.1 and up,
14thStreetVet,MEDICAL,nan,0,,5+,Free,0.0,,Medical,"July 16, 2018",300000.1.11,4.0.3 and up,
OMD Protocols,MEDICAL,nan,0,,10+,Free,0.0,,Medical,"July 27, 2018",1.0,Varies with device,
Penn State Health OnDemand,MEDICAL,nan,0,,50+,Free,0.0,,Medical,"July 24, 2018",10.4.1.018_06,4.0.3 and up,
HHS,MEDICAL,nan,0,,500+,Free,0.0,,Medical,"May 30, 2017",Initial,4.0 and up,
Free Blood Pressure,MEDICAL,nan,7,,"5,000+",Free,0.0,,Medical,"October 13, 2016",3.0.0,4.0.3 and up,
Every disease has a drug without internet,MEDICAL,nan,44,,"10,000+",Free,0.0,,Medical,"April 24, 2018",1.0,4.1 and up,
Blood Pressure,MEDICAL,nan,10,,"1,000+",Free,0.0,,Medical,"March 14, 2015",1.0,2.3 and up,
RT 516 VET,MEDICAL,nan,0,,10+,Free,0.0,,Medical,"July 13, 2018",300000.1.11,4.0.3 and up,
Breastfeeding Tracker Baby Log,MEDICAL,nan,6,,100+,Free,0.0,,Medical,"July 20, 2018",1.3.5,5.0 and up,
PatientPORTAL by InteliChart,MEDICAL,nan,1,,500+,Free,0.0,,Medical,"May 24, 2018",1.0.1,5.0 and up,
Android TV Remote Service,TOOLS,nan,1,,"1,000,000+",Free,0.0,,Tools,"January 17, 2018",2.1.02.4477839,7.0 and up,
SD card backup,TOOLS,nan,142,,"1,000,000+",Free,0.0,,Tools,"March 27, 2017",Varies with device,Varies with device,
Zoo For Preschool Kids 3-9 Years,PARENTING,nan,76,,"10,000+",Free,0.0,,Parenting;Education,"April 24, 2018",1.0.7,4.0 and up,
Arabic Alphabets,PARENTING,nan,34,,"10,000+",Free,0.0,,Parenting,"January 9, 2017",1.0,2.2 and up,
Learn the letters and words,PARENTING,nan,31,,"10,000+",Free,0.0,,Parenting;Education,"June 15, 2018",3.2,4.0.3 and up,
Ali Baba's Farm Tutorial Kids Games,PARENTING,nan,36,,"5,000+",Free,0.0,,Parenting,"May 27, 2018",4.7,4.1 and up,
Learning English for children,PARENTING,nan,67,,"50,000+",Free,0.0,,Parenting;Education,"April 18, 2018",1.9,2.3 and up,
We learn children's verses in kindergarten,PARENTING,nan,3248,,"100,000+",Free,0.0,,Parenting;Education,"December 20, 2017",2.10,4.0 and up,
Educational Children's Songs,PARENTING,nan,163,,"100,000+",Free,0.0,,Parenting,"August 5, 2018",1.2,4.0.3 and up,
Favorite Soviet cartoons,PARENTING,nan,63,,"10,000+",Free,0.0,,Parenting,"May 24, 2018",1.0.6,4.0 and up,
How do I care about my child?,PARENTING,nan,34,,"10,000+",Free,0.0,,Parenting,"July 3, 2018",1.2,4.0 and up,
Voice Tables - no internet,PARENTING,nan,970,,"100,000+",Free,0.0,,Parenting,"May 28, 2018",2.0,4.0.3 and up,
Video Wallpaper Show,VIDEO_PLAYERS,nan,0,,500+,Free,0.0,,Video Players & Editors,"July 26, 2018",3.1,4.0.3 and up,
F,TOOLS,nan,6,,500+,Free,0.0,,Tools,"May 15, 2018",1.0.2,4.0 and up,
H letter images,SOCIAL,nan,17,,"1,000+",Free,0.0,,Social,"June 28, 2018",16.7,4.0.3 and up,
The J-Notes: Jazz News,SPORTS,nan,7,,"1,000+",Free,0.0,,Sports,"February 28, 2018",5.2.2,4.1 and up,
J Balvin Piano Tiles,GAME,nan,6,,500+,Free,0.0,,Music,"May 15, 2018",2.0,4.1 and up,
Guess the song of J Balvin,GAME,nan,28,,"1,000+",Free,0.0,,Trivia,"December 24, 2017",1.1,4.1 and up,
J. Polep Plus Mobile,PRODUCTIVITY,nan,0,,100+,Free,0.0,,Productivity,"March 26, 2018",1.1.4,5.0 and up,
BTS J-Hope Wallpaper HD for KPOP Fans,PERSONALIZATION,nan,4,,500+,Free,0.0,,Personalization,"July 26, 2018",2.1.4,4.0 and up,
Speech Therapy: K,FAMILY,nan,2,,"1,000+",Free,0.0,,Education,"October 7, 2016",1.0,2.3.3 and up,
Mermaid Princess Pre K Games,FAMILY,nan,19,,"5,000+",Free,0.0,,Educational;Education,"June 29, 2018",3.01,4.1 and up,
K-App Mitarbeiter Galeria Kaufhof,PRODUCTIVITY,nan,0,,100+,Free,0.0,,Productivity,"July 10, 2018",3.27.1,4.4 and up,
Wallpapers Bus Scania Irizar K,PERSONALIZATION,nan,35,,"10,000+",Free,0.0,,Personalization,"April 21, 2016",1.0,2.3.3 and up,
Theme for New Android P,PERSONALIZATION,nan,13,,"1,000+",Free,0.0,,Personalization,"May 23, 2018",1.1.4,4.0 and up,
P XPERIA Theme™ | PURPLE - Design For SONY 🎨,PERSONALIZATION,nan,3,,500+,Free,0.0,,Personalization,"June 5, 2018",1.0.0,4.4 and up,
P XPERIA Theme™ | INDIGO - Design For SONY 🎨,PERSONALIZATION,nan,12,,"1,000+",Free,0.0,,Personalization,"June 5, 2018",1.0.0,4.4 and up,
Q Actions - Digital Assistant,PRODUCTIVITY,nan,0,,500+,Free,0.0,,Productivity,"July 20, 2018",Varies with device,Varies with device,
Q Call,TOOLS,nan,20,,"1,000+",Free,0.0,,Tools,"July 16, 2018",2.100,4.0 and up,
R Programming,FAMILY,nan,2,,"1,000+",Free,0.0,,Education,"November 21, 2017",1.0,4.0.3 and up,
Learn R Programming Full,BOOKS_AND_REFERENCE,nan,11,,"5,000+",Free,0.0,,Books & Reference,"January 30, 2018",1.5,5.0 and up,
R Programming Tutorial,FAMILY,nan,5,,"1,000+",Free,0.0,,Education,"May 14, 2017",1.0,4.0.3 and up,
Guide for R Programming,BOOKS_AND_REFERENCE,nan,0,,5+,Free,0.0,,Books & Reference,"May 25, 2018",1.0.0,4.1 and up,
Learn R Programming,BOOKS_AND_REFERENCE,nan,0,,10+,Free,0.0,,Books & Reference,"April 28, 2018",1.0,4.1 and up,
R Quick Reference Big Data,BOOKS_AND_REFERENCE,nan,6,,"1,000+",Free,0.0,,Books & Reference,"May 29, 2017",1.2,2.3 and up,
Learn R Programming Free EBook,FAMILY,nan,1,,50+,Free,0.0,,Education,"March 23, 2018",1.0.0,4.0 and up,
RMEduS - 음성인식을 활용한 R 프로그래밍 실습 시스템,FAMILY,nan,4,,1+,Free,0.0,,Education,"July 17, 2018",1.0.1,4.4 and up,
R Programming Language (Paperset 2) MCQ Quiz,FAMILY,nan,0,,10+,Free,0.0,,Education,"March 19, 2018",1.0,4.0.3 and up,
Mat|r viewer,PRODUCTIVITY,nan,5,,100+,Free,0.0,,Productivity,"July 27, 2018",1.0.5,5.0 and up,
Tutorials for R Programming Offline,FAMILY,nan,2,,500+,Free,0.0,,Education,"December 4, 2017",1.0,4.0 and up,
R Programming Language (Paperset 1) MCQ Quiz,FAMILY,nan,1,,10+,Free,0.0,,Education,"March 19, 2018",1.0,4.0.3 and up,
AB Anywhere Mobile Banking,FINANCE,nan,3,,500+,Free,0.0,,Finance,"July 3, 2018",4.17.82,4.4 and up,
Best Blood Type AB: Food Diet & Personality,LIFESTYLE,nan,3,,"1,000+",Free,0.0,,Lifestyle,"July 11, 2018",1.2,4.0.3 and up,
Chatime AB Rewards,FAMILY,nan,9,,"1,000+",Free,0.0,,Entertainment,"June 22, 2018",2.7.0621,4.2 and up,
Dashboard AE,AUTO_AND_VEHICLES,nan,0,,10+,Free,0.0,,Auto & Vehicles,"May 16, 2018",1255162018,6.0 and up,
AE Manager,TOOLS,nan,0,,100+,Free,0.0,,Tools,"June 15, 2015",1.0.0,4.0.3 and up,
Ivanti AE Agent,BUSINESS,nan,1,,"1,000+",Free,0.0,,Business,"May 10, 2018",11.0.0,4.0.3 and up,
Toppen af Danmark,TRAVEL_AND_LOCAL,nan,8,,"5,000+",Free,0.0,,Travel & Local,"June 28, 2018",8.3.0,4.4 and up,
i-share AF/KLM (AFKL ishare),SOCIAL,nan,2,,100+,Free,0.0,,Social,"July 21, 2018",1.16.5,4.1 and up,
AF Legendary 2017,BUSINESS,nan,0,,50+,Free,0.0,,Business,"September 30, 2017",v2.7.11.6,4.1 and up,
AzadBazar.af,SHOPPING,nan,3,,100+,Free,0.0,,Shopping,"March 9, 2018",1.0,4.0 and up,
AF Nutrition - Integratori,HEALTH_AND_FITNESS,nan,6,,100+,Free,0.0,,Health & Fitness,"August 2, 2018",1.3,4.1 and up,
AF Our Time to Shine,BUSINESS,nan,0,,100+,Free,0.0,,Business,"July 17, 2017",v2.7.10.6,4.1 and up,
AF Johannesburg,FAMILY,nan,3,,100+,Free,0.0,,Education,"May 2, 2017",1.0.3,4.1 and up,
Apps for SportsBєtting.ag - Bitcoin Welcome here!,SPORTS,nan,0,,"1,000+",Free,0.0,,Sports,"December 11, 2017",1.0,4.0 and up,
Ag Weather Tools,WEATHER,nan,0,,500+,Free,0.0,,Weather,"January 9, 2018",1.0.1,5.0 and up,
Ag Tools,TOOLS,nan,2,,"1,000+",Free,0.0,,Tools,"September 27, 2017",1.0,4.0.3 and up,
SOLEM AG,TOOLS,nan,1,,"1,000+",Free,0.0,,Tools,"September 19, 2017",1.0.2,4.0 and up,
Elim AG,LIFESTYLE,nan,7,,100+,Free,0.0,,Lifestyle,"March 31, 2017",1.0,4.2 and up,
AG Subway Simulator Pro,FAMILY,nan,0,,"1,000+",Free,0.0,,Simulation,"July 27, 2018",Varies with device,Varies with device,
BRL AG,TOOLS,nan,0,,100+,Free,0.0,,Tools,"September 19, 2017",1.0.1,4.0 and up,
Oklahoma Ag Co-op Council,COMMUNICATION,nan,0,,10+,Free,0.0,,Communication,"July 23, 2018",2.2.3,4.0.3 and up,
AG Fast Service Automotive,AUTO_AND_VEHICLES,nan,5,,100+,Free,0.0,,Auto & Vehicles,"June 12, 2018",1.0.8,4.4 and up,
Ag PhD Planting Population Calculator,BOOKS_AND_REFERENCE,nan,0,,"1,000+",Free,0.0,,Books & Reference,"June 9, 2017",2.0,4.0.3 and up,
Ag Trucking Mobile App,PRODUCTIVITY,nan,0,,100+,Free,0.0,,Productivity,"May 17, 2017",8.0,4.0.3 and up,
Ag Guardian,PRODUCTIVITY,nan,1,,100+,Free,0.0,,Productivity,"December 28, 2015",1.0.0,4.0 and up,
Wind & Weather Meter for Ag,WEATHER,nan,3,,"1,000+",Free,0.0,,Weather,"March 14, 2016",v1.0,4.3 and up,
Ag Across America,FAMILY,nan,0,,10+,Free,0.0,,Educational;Education,"May 15, 2018",1.0.0,4.1 and up,
Border Ag & Energy,BUSINESS,nan,0,,50+,Free,0.0,,Business,"April 30, 2018",2.1,4.3 and up,
Ag-Pro Companies,BUSINESS,nan,0,,50+,Free,0.0,,Business,"March 6, 2018",2.3.0,4.4 and up,
My Ag Report,PRODUCTIVITY,nan,1,,50+,Free,0.0,,Productivity,"June 18, 2018",1.2,5.1 and up,
Alabama Ag Credit Ag Banking,FINANCE,nan,0,,100+,Free,0.0,,Finance,"February 9, 2018",5.3.4,4.4 and up,
AG EMS Tour,FAMILY,nan,3,,500+,Free,0.0,,Entertainment,"May 5, 2017",1.35,4.0 and up,
AG test,TOOLS,nan,3,,100+,Free,0.0,,Tools,"October 18, 2017",1.0.2,4.1 and up,
West Central Ag,BUSINESS,nan,3,,100+,Free,0.0,,Business,"January 16, 2017",1.2,4.0 and up,
Tri-Ag (WV) FCU,FINANCE,nan,0,,100+,Free,0.0,,Finance,"July 3, 2018",3.1.10,4.1 and up,
Ag PhD Soybean Diseases,BOOKS_AND_REFERENCE,nan,0,,"1,000+",Free,0.0,,Books & Reference,"May 8, 2017",1.0.3,4.0.3 and up,
United Ag Cooperative,BUSINESS,nan,0,,5+,Free,0.0,,Business,"April 27, 2018",30.0.0,4.4 and up,
Ag-Power,BUSINESS,nan,0,,10+,Free,0.0,,Business,"July 13, 2018",2.4.3,4.4 and up,
Freeland AH,MEDICAL,nan,0,,100+,Free,0.0,,Medical,"December 18, 2017",300000.0.95,4.0.3 and up,
MD PAWS AH,MEDICAL,nan,0,,100+,Free,0.0,,Medical,"February 23, 2018",300000.0.98,4.0.3 and up,
Woodland AH,MEDICAL,nan,0,,50+,Free,0.0,,Medical,"February 2, 2018",300000.0.97,4.0.3 and up,
Mukwonago AH,MEDICAL,nan,1,,100+,Free,0.0,,Medical,"June 29, 2017",300000.0.85,4.0.3 and up,
Angelcare AH,MEDICAL,nan,0,,50+,Free,0.0,,Medical,"October 6, 2017",300000.0.91,4.0.3 and up,
